text,label
All federal support for municipalities will be subject to carbon conditionality clauses.,35
It is a welcome development.,54
Jack Layton and the NDP believe this issue must be a priority in the next Parliament.,38
"Creating national guidelines for clean drinking water and using existing federal authority to require full federal environmental assessments on transborder projects, such as the proposed dump in Northern Ontario or incinerator in New Brunswick, which will affect water safety.",35
Enact the Post Secondary Education Act as introduced by the NDP in the last Parliament.,40
"For individuals, the primary impact will depend on local energy sources, local weather and energy efficiency of the household.",35
"We need to reach out to seize vast new opportunities in China, India, Latin America and elsewhere.",6
We have tested our mettle in world wars fought to defend freedom.,42
and give young people better opportunities for rehabilitation.,38
"Working with provinces, territories and municipal leaders to enhance municipalities’ role in national affairs in respect of their contribution to our economic and cultural life.",14
